,N,dovar,obsvar,endovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,-1,2,1234,CVE,2.108,1.7269999999999999,0.18816857842505477,0.18816857842505477,0.011831421574945225,0.011831421574945225
1,3,0,-1,2,1234,CCVE,60.970000000000006,5.1782,0.1838952354416272,0.1978530835613555,0.002146916438644496,0.016104764558372807
2,3,0,-1,2,1234,CCALPeps,178.62,176.4622,0.18389434048250192,0.19784496396770318,0.002155036032296831,0.016105659517498087
3,3,0,-1,2,2468,CVE,2.0008000000000004,1.6303999999999998,0.2,0.2,0.0,0.0
4,3,0,-1,2,2468,CCVE,59.944,3.0363999999999995,0.2,0.2,0.0,0.0
5,3,0,-1,2,2468,CCALPeps,201.11219999999997,199.0196,0.19994336325575818,0.19994336325575818,5.663674424181142e-05,5.663674424182174e-05
6,3,0,-1,2,3702,CVE,1.8998000000000002,1.5284,0.05,0.05,0.15,0.15
7,3,0,-1,2,3702,CCVE,60.9966,2.6979999999999995,0.05,0.05,0.15,0.15
8,3,0,-1,2,3702,CCALPeps,180.6268,178.5722,0.05000600219930011,0.0500109967007499,0.14998900329925008,0.14999399780069989
9,3,0,-1,2,4936,CVE,2.0965999999999996,1.6949999999999998,0.0,0.0,0.2,0.2
10,3,0,-1,2,4936,CCVE,62.9394,2.8376,0.0,0.0,0.2,0.2
11,3,0,-1,2,4936,CCALPeps,166.149,164.0576,5.558636001201257e-06,5.558636001201259e-06,0.1999944413639988,0.1999944413639988
12,3,0,-1,2,6170,CVE,2.437,2.0068,0.004560260586319219,0.004560260586319219,0.19543973941368079,0.19543973941368079
13,3,0,-1,2,6170,CCVE,59.32379999999999,5.1592,0.0034049452776651807,0.006902218570254727,0.19309778142974526,0.1965950547223348
14,3,0,-1,2,6170,CCALPeps,178.1382,175.9752,0.0034278655578141746,0.0069013267029767855,0.1930986732970232,0.19657213444218583
15,3,0,-1,2,7404,CVE,2.0794000000000006,1.6556000000000002,0.19721448467966574,0.19721448467966574,0.0027855153203342614,0.0027855153203342614
16,3,0,-1,2,7404,CCVE,58.222,2.6811999999999996,0.19721448467966574,0.19721448467966574,0.002785515320334262,0.002785515320334262
17,3,0,-1,2,7404,CCALPeps,177.82979999999998,175.482,0.19720105626008838,0.19720105626008838,0.00279894373991163,0.0027989437399116362
18,3,0,-1,2,8638,CVE,2.124,1.7311999999999999,0.1754385964912281,0.1754385964912281,0.024561403508771933,0.024561403508771933
19,3,0,-1,2,8638,CCVE,56.3226,2.6102,0.1754385964912281,0.1754385964912281,0.024561403508771933,0.024561403508771933
20,3,0,-1,2,8638,CCALPeps,172.8596,170.5698,0.17542812672874472,0.17543081670985688,0.024569183290143133,0.024571873271255273
21,3,0,-1,2,9872,CVE,1.8893999999999997,1.5402,0.08933773548261799,0.08933773548261799,0.11066226451738204,0.11066226451738204
22,3,0,-1,2,9872,CCVE,62.446000000000005,2.5542,0.089337735482618,0.089337735482618,0.11066226451738204,0.11066226451738204
23,3,0,-1,2,9872,CCALPeps,161.046,158.8088,0.08935080569202859,0.0893508056920286,0.1106491943079714,0.1106491943079714
24,3,0,-1,2,11106,CVE,2.3774,1.9132000000000002,0.0,0.0,0.2,0.2
25,3,0,-1,2,11106,CCVE,61.0404,2.5076,0.0,0.0,0.2,0.2
26,3,0,-1,2,11106,CCALPeps,175.0976,172.93580000000003,8.187761075419638e-05,8.187761075419643e-05,0.1999181223892458,0.1999181223892458
27,3,0,-1,2,12340,CVE,2.2338,1.7714000000000003,0.2,0.2,0.0,0.0
28,3,0,-1,2,12340,CCVE,59.16360000000001,2.7453999999999996,0.2,0.2,0.0,0.0
29,3,0,-1,2,12340,CCALPeps,190.084,188.0328,0.19999824490121945,0.1999982474011631,1.7525988369015977e-06,1.7550987805514692e-06
30,5,0,-1,2,1234,CVE,2.689,2.2356000000000003,0.17765759412372148,0.17765759412372148,0.022342405876278507,0.022342405876278507
31,5,0,-1,2,1234,CCVE,163.0454,92.4334,0.1707673348590896,0.19553773907174105,0.004462260928258929,0.029232665140910413
32,5,0,-1,2,1234,CCALPeps,417.4486,414.6702,0.17076226024020955,0.19551179437831662,0.004488205621683375,0.029237739759790448
33,5,0,-1,2,2468,CVE,2.6491999999999996,2.1919999999999997,0.022055513878469615,0.022055513878469615,0.1779444861215304,0.1779444861215304
34,5,0,-1,2,2468,CCVE,89.4012,6.044399999999999,0.02205551387846961,0.02205551387846961,0.17794448612153033,0.17794448612153033
35,5,0,-1,2,2468,CCALPeps,467.428,464.62340000000006,0.0220800317314137,0.022080031731413714,0.1779199682685863,0.1779199682685863
36,5,0,-1,2,3702,CVE,2.7472000000000003,2.2648,0.154,0.154,0.046,0.046
37,5,0,-1,2,3702,CCVE,85.10119999999999,5.5144,0.154,0.154,0.046,0.046
38,5,0,-1,2,3702,CCALPeps,442.32579999999996,439.5774,0.153989201079892,0.15398920107989203,0.046010798920107975,0.046010798920107995
39,5,0,-1,2,4936,CVE,2.9244,2.4938000000000002,0.10617647058823529,0.10617647058823529,0.09382352941176468,0.09382352941176468
40,5,0,-1,2,4936,CCVE,87.2496,5.0634,0.10617647058823529,0.10617647058823529,0.09382352941176472,0.09382352941176472
41,5,0,-1,2,4936,CCALPeps,447.6326,444.3754,0.10605452085780857,0.10605452085780862,0.09394547914219138,0.09394547914219142
42,5,0,-1,2,6170,CVE,2.7102,2.2858,0.19772568740368238,0.19772568740368238,0.0022743125963176247,0.0022743125963176247
43,5,0,-1,2,6170,CCVE,92.0264,14.0262,0.1965779838906517,0.1982968901846453,0.0017031098153547132,0.0034220161093483034
