,N,dovar,obsvar,endovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
348,14,0,-1,2,8638,CVE,17.8148,17.075799999999997,0.02190000000000001,0.02190000000000001,0.17809999999999998,0.17809999999999998
349,14,0,-1,2,8638,CCVE,366.52719999999994,234.548,0.021899999999999996,0.021899999999999996,0.1781,0.1781
350,14,0,-1,2,8638,CCALPeps,1755.2808,1750.0720000000001,0.021912859781779852,0.02191285978177988,0.1780871402182201,0.17808714021822014
351,14,0,-1,2,9872,CVE,17.580199999999998,16.916000000000004,0.021338000000000003,0.021338000000000003,0.178662,0.178662
352,14,0,-1,2,9872,CCVE,393.6296,251.66199999999998,0.021338,0.021338,0.178662,0.178662
353,14,0,-1,2,9872,CCALPeps,1365.9736,1360.9782,0.021351983691640684,0.021369574413720387,0.17863042558627962,0.1786480163083593
354,14,0,-1,2,11106,CVE,18.596600000000002,17.954199999999997,0.0644,0.0644,0.1356,0.1356
355,14,0,-1,2,11106,CCVE,360.6254,214.8462,0.06439999999999999,0.06439999999999999,0.1356,0.1356
356,14,0,-1,2,11106,CCALPeps,1355.6834000000001,1350.3282,0.06441721537098957,0.06441721537098967,0.13558278462901036,0.13558278462901044
357,14,0,-1,2,12340,CVE,18.085,17.351999999999997,0.043798054291542446,0.043798054291542446,0.15620194570845755,0.15620194570845755
358,14,0,-1,2,12340,CCVE,387.475,244.08960000000002,0.04379805429154244,0.04379805429154244,0.15620194570845755,0.15620194570845755
359,14,0,-1,2,12340,CCALPeps,1464.1868,1459.3056,0.043820675483546075,0.04382067548354611,0.1561793245164539,0.15617932451645394
360,15,0,-1,2,1234,CVE,22.631,21.9824,0.16799999999999998,0.16799999999999998,0.03200000000000001,0.03200000000000001
361,15,0,-1,2,1234,CCVE,759.9404000000001,601.9618,0.16799999999999998,0.16799999999999998,0.03200000000000001,0.03200000000000001
362,15,0,-1,2,1234,CCALPeps,2014.9314,2010.4227999999998,0.16798640135986398,0.16798640135986403,0.032013598640135955,0.03201359864013601
363,15,0,-1,2,2468,CVE,23.4874,22.855800000000002,0.1994306,0.1994306,0.0005694000000000001,0.0005694000000000001
364,15,0,-1,2,2468,CCVE,875.9529999999999,724.5238,0.19912639999999998,0.19948675999999999,0.0005132400000000001,0.0008736000000000001
365,15,0,-1,2,2468,CCALPeps,2783.4306000000006,2777.5027999999998,0.19908881973900874,0.1994485461463027,0.0005514538536973056,0.0009111802609912623
366,15,0,-1,2,3702,CVE,22.440199999999997,21.8422,0.09426152824301398,0.09426152824301398,0.105738471756986,0.105738471756986
367,15,0,-1,2,3702,CCVE,734.8697999999999,589.179,0.094261528243014,0.094261528243014,0.10573847175698599,0.10573847175698599
368,15,0,-1,2,3702,CCALPeps,1463.2671999999998,1458.0074,0.09427515096547104,0.09427794004169451,0.10572205995830548,0.10572484903452897
369,15,0,-1,2,4936,CVE,22.3024,21.7094,0.11902427669871521,0.11902427669871521,0.0809757233012848,0.0809757233012848
370,15,0,-1,2,4936,CCVE,730.5784,581.1479999999999,0.11902427669871522,0.11902427669871522,0.0809757233012848,0.0809757233012848
371,15,0,-1,2,4936,CCALPeps,2105.0692,2099.7817999999997,0.11901557874741239,0.11901558224632976,0.08098441775367024,0.08098442125258759
372,15,0,-1,2,6170,CVE,21.856,21.2728,0.04605016,0.04605016,0.15394984,0.15394984
373,15,0,-1,2,6170,CCVE,751.2662000000001,608.1684,0.045458338000000015,0.04616923,0.15383076999999998,0.15454166200000002
374,15,0,-1,2,6170,CCALPeps,1571.7812,1566.8433999999997,0.04551587454541995,0.04617095806607849,0.1538290419339215,0.15448412545458007
375,15,0,-1,2,7404,CVE,23.0156,22.3424,0.038119999999999994,0.038119999999999994,0.16188,0.16188
376,15,0,-1,2,7404,CCVE,883.083,735.0373999999999,0.03811999999999999,0.03811999999999999,0.16188000000000002,0.16188000000000002
377,15,0,-1,2,7404,CCALPeps,2101.2694,2096.3476,0.03813326636382638,0.038133266363826426,0.16186673363617357,0.16186673363617363
378,15,0,-1,2,8638,CVE,22.721999999999998,22.091,0.18992599999999998,0.18992599999999998,0.010074,0.010074
379,15,0,-1,2,8638,CCVE,731.9168000000001,574.267,0.18992599999999998,0.18992599999999998,0.010074000000000003,0.010074000000000003
380,15,0,-1,2,8638,CCALPeps,1591.163,1586.0222,0.18988592511859906,0.1898949184202488,0.010105081579751207,0.010114074881400948
381,15,0,-1,2,9872,CVE,24.018399999999996,23.2894,0.063908224,0.063908224,0.136091776,0.136091776
382,15,0,-1,2,9872,CCVE,705.1286,550.3668,0.06390822400000001,0.06390822400000001,0.136091776,0.136091776
383,15,0,-1,2,9872,CCALPeps,1723.9977999999999,1718.9182,0.06393728173786342,0.06395029366638995,0.13604970633361005,0.13606271826213656
384,15,0,-1,2,11106,CVE,22.1416,21.4974,0.03195245327760996,0.03195245327760996,0.16804754672239003,0.16804754672239003
385,15,0,-1,2,11106,CCVE,801.8686,639.9384,0.031952453277609955,0.031952453277609955,0.16804754672239003,0.16804754672239003
386,15,0,-1,2,11106,CCALPeps,1999.5426,1990.8676,0.03197528414670535,0.031975285500633596,0.1680247144993664,0.16802471585329465
387,15,0,-1,2,12340,CVE,22.507800000000003,21.8582,0.16090603571494677,0.16090603571494677,0.03909396428505324,0.03909396428505324
388,15,0,-1,2,12340,CCVE,740.7094,588.5978,0.16090603571494674,0.16090603571494674,0.039093964285053254,0.039093964285053254
389,15,0,-1,2,12340,CCALPeps,1854.8882,1849.5588,0.1608824162177907,0.16088241621779079,0.03911758378220923,0.03911758378220929
390,16,0,-1,2,1234,CVE,30.272399999999998,29.663000000000004,0.07647760385999999,0.07647760385999999,0.12352239614,0.12352239614
391,16,0,-1,2,1234,CCVE,1046.9186,907.1295999999999,0.07641626412000001,0.07666162307999998,0.12333837692000002,0.12358373588
392,16,0,-1,2,1234,CCALPeps,2431.3679999999995,2426.1664,0.07641195966842906,0.07665672691504524,0.12334327308495477,0.12358804033157093
393,16,0,-1,2,2468,CVE,28.531,27.958800000000004,0.13603427842684243,0.13603427842684243,0.06396572157315758,0.06396572157315758
394,16,0,-1,2,2468,CCVE,1045.3442,905.4732,0.1360342784268424,0.1360342784268424,0.06396572157315758,0.06396572157315758
395,16,0,-1,2,2468,CCALPeps,2038.3219999999997,2032.6418,0.13603561724592791,0.13603561724592797,0.06396438275407204,0.06396438275407208
396,16,0,-1,2,3702,CVE,29.866200000000003,29.2926,0.07684158475920952,0.07684158475920952,0.12315841524079048,0.12315841524079048
397,16,0,-1,2,3702,CCVE,948.4255999999999,802.6434,0.07684158475920953,0.07684158475920953,0.12315841524079048,0.12315841524079048
