,N,dovar,endovarsize,target,seed,method,time,query_time,lowerbound0,lowerbound1,lowerbound2,upperbound0,upperbound1,upperbound2
0,3,0,3,2,1234,CVE,2.4206,1.9708,0.06500000000000002,0.11808,0.01692,0.06500000000000002,0.11808,0.01692
1,3,0,3,2,1234,CCVE,103.16380000000001,5.020200000000001,0.06500000000000002,0.11808,0.016919999999999998,0.06500000000000002,0.11808,0.016919999999999998
2,3,0,3,2,1234,CCALP,,,,,,,,
3,3,0,3,2,1234,CCALPeps,inf,inf,,,,,,
