,N,dovar,endovarsize,target,seed,method,time,query_time,lowerbound0,lowerbound1,lowerbound2,upperbound0,upperbound1,upperbound2
0,3,0,3,2,1234,CVE,2.1702000000000004,1.8195999999999999,0.06500000000000002,0.11808,0.01692,0.06500000000000002,0.11808,0.01692
1,3,0,3,2,1234,CCVE,99.08500000000001,4.502,0.06500000000000002,0.11808,0.016920000000000004,0.06500000000000002,0.11808,0.016920000000000004
2,3,0,3,2,1234,CCALP,,,,,,,,
3,3,0,3,2,1234,CCALPeps,1630.1504,1627.3664,0.2,0.0,0.0,0.2,0.0,0.0
