,N,dovar,endovarsize,obsvar,seed,method,time,query_time,lowerbound0,lowerbound1,upperbound0,upperbound1
0,3,0,2,-1,1234,CVE,2.1334,1.7213999999999998,0.19223539027380465,0.007764609726195343,0.19223539027380465,0.007764609726195343
1,3,0,2,-1,1234,CCVE,81.17839999999998,3.144,0.19223539027380465,0.007764609726195343,0.19223539027380465,0.007764609726195343
2,3,0,2,-1,1234,CCALPeps,189.267,186.7638,0.1922318880240836,0.007768111975916381,0.1922318880240836,0.007768111975916381
