,N,dovar,obsvar,endovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1,lowerbound2,upperbound2
62,5,0,-1,3,1234,CCALPeps,11877.856600000001,11873.874800000001,0.05098039148044333,0.050980391480443435,0.14266632487106454,0.14266632487106468,0.006353283648492002,0.006353283648492021
63,5,0,-1,3,2468,CVE,8.7406,8.111,0.07781682060654319,0.07781682060654319,0.06040656581609192,0.06040656581609192,0.06177661357736488,0.06177661357736488
64,5,0,-1,3,2468,CCVE,237.9732,101.5018,0.07781682060654319,0.07781682060654319,0.06040656581609192,0.06040656581609192,0.06177661357736489,0.06177661357736489
65,5,0,-1,3,2468,CCALPeps,10922.661600000001,10918.403199999999,0.07779257636239714,0.07779257636239735,0.0604094918584996,0.060409491858499795,0.06179793177910289,0.06179793177910305
66,5,0,-1,3,3702,CVE,8.5816,7.963800000000001,0.15448147750462074,0.15448147750462074,0.038382198837096836,0.038382198837096836,0.00713632365828243,0.00713632365828243
67,5,0,-1,3,3702,CCVE,218.21660000000003,74.67280000000001,0.15448147750462074,0.15448147750462074,0.03838219883709685,0.03838219883709685,0.00713632365828243,0.00713632365828243
68,5,0,-1,3,3702,CCALPeps,10258.8428,10254.3022,0.15442304647370017,0.1544230464737003,0.03841676152201703,0.03841676152201713,0.00716019200428266,0.007160192004282691
69,5,0,-1,3,4936,CVE,8.6654,8.0636,0.013795161781746704,0.013795161781746704,0.006162161963421209,0.006162161963421209,0.1800426762548321,0.1800426762548321
70,5,0,-1,3,4936,CCVE,251.12360000000004,100.8672,0.013795161781746699,0.013795161781746699,0.006162161963421209,0.006162161963421209,0.1800426762548321,0.1800426762548321
71,5,0,-1,3,4936,CCALPeps,11152.9924,11148.7992,0.013844710025828941,0.013844710025829005,0.006176463211995909,0.006176463211995922,0.17997882676217508,0.17997882676217514
72,5,0,-1,3,6170,CVE,8.4042,7.8275999999999994,0.11352535048513461,0.11352535048513461,0.07849862547826743,0.07849862547826743,0.007976024036597942,0.007976024036597942
73,5,0,-1,3,6170,CCVE,225.5366,89.4716,0.11352535048513461,0.11352535048513461,0.07849862547826744,0.07849862547826744,0.007976024036597945,0.007976024036597945
74,5,0,-1,3,6170,CCALPeps,10253.3526,10249.2986,0.11349126364266318,0.11349126364266326,0.0785128091086164,0.0785128091086165,0.00799592724872034,0.007995927248720357
75,5,0,-1,3,7404,CVE,8.1992,7.6584,0.13873805255961766,0.13873805255961766,0.0035012722871339544,0.0035012722871339544,0.057760675153248384,0.057760675153248384
76,5,0,-1,3,7404,CCVE,209.583,83.74340000000001,0.13873805255961769,0.13873805255961769,0.003501272287133953,0.003501272287133953,0.05776067515324836,0.05776067515324836
77,5,0,-1,3,7404,CCALPeps,10219.2508,10215.513199999998,0.13872154457153005,0.1387215445715302,0.003517524205822929,0.0035175242058229383,0.05776093122264688,0.057760931222647006
78,5,0,-1,3,8638,CVE,8.3884,7.908199999999999,0.011600928089437693,0.011600928089437693,0.08528025820770255,0.08528025820770255,0.10311881370285976,0.10311881370285976
79,5,0,-1,3,8638,CCVE,224.6116,78.6352,0.011600928089437692,0.011600928089437692,0.08528025820770256,0.08528025820770256,0.10311881370285973,0.10311881370285973
80,5,0,-1,3,8638,CCALPeps,10469.4558,10465.420999999998,0.011653784240412761,0.011653784240412805,0.08526781291036067,0.08526781291036084,0.10307840284922638,0.10307840284922656
81,5,0,-1,3,9872,CVE,8.0654,7.4398,0.0032692577898814994,0.0032692577898814994,0.1350084836429219,0.1350084836429219,0.06172225856719658,0.06172225856719658
82,5,0,-1,3,9872,CCVE,249.225,121.4834,0.0032692577898814994,0.0032692577898814994,0.1350084836429219,0.1350084836429219,0.06172225856719658,0.06172225856719658
83,5,0,-1,3,9872,CCALPeps,10340.046,10335.8476,0.003290503410217328,0.003290503410217342,0.13502753817260016,0.13502753817260038,0.06168195841718229,0.06168195841718249
84,5,0,-1,3,11106,CVE,8.2396,7.649000000000001,0.009885160923038785,0.009885160923038785,0.057164963310935415,0.057164963310935415,0.1329498757660258,0.1329498757660258
85,5,0,-1,3,11106,CCVE,231.3326,90.429,0.009885160923038787,0.009885160923038787,0.0571649633109354,0.0571649633109354,0.13294987576602582,0.13294987576602582
86,5,0,-1,3,11106,CCALPeps,11419.333600000002,11414.9236,0.009905937353482367,0.009905937353482405,0.05718552767230763,0.05718552767230779,0.1329085349742098,0.13290853497420999
87,5,0,-1,3,12340,CVE,8.3008,7.608200000000001,0.0700440847809973,0.0700440847809973,0.025601498102292303,0.025601498102292303,0.10435441711671038,0.10435441711671038
88,5,0,-1,3,12340,CCVE,224.42860000000002,75.5094,0.07004408478099727,0.07004408478099727,0.025601498102292296,0.025601498102292296,0.10435441711671042,0.10435441711671042
89,5,0,-1,3,12340,CCALPeps,10998.8596,10994.8682,0.07002825614459332,0.07002825614459347,0.025636616951793933,0.025636616951794,0.1043351269036126,0.10433512690361275
90,6,0,-1,3,1234,CVE,29.191399999999998,28.459000000000003,0.05633641537142359,0.05633641537142359,0.0002581425587789424,0.0002581425587789424,0.14340544206979744,0.14340544206979744
91,6,0,-1,3,1234,CCVE,660.2681999999999,496.44440000000003,0.0563364153714236,0.0563364153714236,0.0002581425587789424,0.0002581425587789424,0.14340544206979747,0.14340544206979747
92,6,0,-1,3,1234,CCALPeps,14794.6478,14789.670199999999,0.0563506140282982,0.056350614028298315,0.00028212238625057134,0.00028212238625057205,0.1433672635854511,0.1433672635854512
93,6,0,-1,3,2468,CVE,28.957000000000004,28.212400000000002,0.06073607525524459,0.06073607525524459,0.026696939070188157,0.026696939070188157,0.11256698567456724,0.11256698567456724
94,6,0,-1,3,2468,CCVE,737.2022,589.6446,0.06073607525524458,0.06073607525524458,0.026696939070188157,0.026696939070188157,0.11256698567456727,0.11256698567456727
95,6,0,-1,3,2468,CCALPeps,16197.5242,16192.891399999999,0.06074979004394189,0.06074979004394228,0.02671372181556015,0.02671372181556043,0.11253648814049758,0.11253648814049796
96,6,0,-1,3,3702,CVE,29.917399999999997,29.2046,0.016493381197944003,0.016493381197944003,0.020700579251958583,0.020700579251958583,0.1628060395500974,0.1628060395500974
97,6,0,-1,3,3702,CCVE,651.7131999999999,495.99359999999996,0.016493381197944006,0.016493381197944006,0.020700579251958593,0.020700579251958593,0.1628060395500974,0.1628060395500974
98,6,0,-1,3,3702,CCALPeps,16469.9352,16465.075399999998,0.01650790779656537,0.016507907796565423,0.020709673862216636,0.020709673862216706,0.16278241834121784,0.162782418341218
99,6,0,-1,3,4936,CVE,29.4798,28.6792,0.006127881219385307,0.006127881219385307,0.00917103252588947,0.00917103252588947,0.1847010862547252,0.1847010862547252
100,6,0,-1,3,4936,CCVE,773.0032,615.704,0.006127881219385306,0.006127881219385306,0.009171032525889475,0.009171032525889475,0.1847010862547252,0.1847010862547252
101,6,0,-1,3,4936,CCALPeps,15822.5524,15817.6122,0.006151787625975597,0.006151787625975675,0.009192362908621904,0.009192362908622183,0.18465584946540214,0.1846558494654025
102,6,0,-1,3,6170,CVE,29.413800000000002,28.693600000000004,0.004820054281310463,0.004820054281310463,0.1294856917847685,0.1294856917847685,0.06569425393392106,0.06569425393392106
103,6,0,-1,3,6170,CCVE,567.2225999999998,432.20020000000005,0.004820054281310462,0.004820054281310462,0.1294856917847685,0.1294856917847685,0.06569425393392106,0.06569425393392106
104,6,0,-1,3,6170,CCALPeps,14965.6522,14961.1266,0.004834718043229004,0.004834718043229019,0.12948892270812543,0.12948892270812565,0.06567635924864536,0.06567635924864557
105,6,0,-1,3,7404,CVE,29.375999999999998,28.615799999999997,0.06106034209416463,0.06106034209416463,0.020870764827690756,0.020870764827690756,0.11806889307814461,0.11806889307814461
106,6,0,-1,3,7404,CCVE,672.798,531.0556,0.061060342094164645,0.061060342094164645,0.020870764827690756,0.020870764827690756,0.11806889307814458,0.11806889307814458
107,6,0,-1,3,7404,CCALPeps,15488.2628,15483.8356,0.06107030867081999,0.06107030867082014,0.02088436920481198,0.02088436920481209,0.1180453221243678,0.11804532212436802
108,6,0,-1,3,8638,CVE,29.396000000000004,28.679999999999996,0.1287281740882433,0.1287281740882433,0.04425947641597791,0.04425947641597791,0.027012349495778798,0.027012349495778798
109,6,0,-1,3,8638,CCVE,624.2216000000001,470.3224,0.12872817408824327,0.12872817408824327,0.04425947641597792,0.04425947641597792,0.027012349495778798,0.027012349495778798
110,6,0,-1,3,8638,CCALPeps,15343.387200000001,15339.0046,0.1287110720594405,0.12871107205944066,0.04426205993348416,0.04426205993348428,0.027026868007075176,0.027026868007075246
111,6,0,-1,3,9872,CVE,27.093399999999995,26.431599999999996,0.13687450325713515,0.13687450325713515,0.04826525091167417,0.04826525091167417,0.014860245831190697,0.014860245831190697
112,6,0,-1,3,9872,CCVE,868.1437999999998,740.9602,0.13687450325713513,0.13687450325713513,0.048265250911674155,0.048265250911674155,0.014860245831190694,0.014860245831190694
113,6,0,-1,3,9872,CCALPeps,14277.012599999998,14272.0094,0.13687441376957454,0.13687441376957474,0.048240276303035436,0.04824027630303558,0.01488530992738982,0.014885309927389867
114,6,0,-1,3,11106,CVE,29.343400000000003,28.608999999999998,0.13990472124787096,0.13990472124787096,0.031330941323660495,0.031330941323660495,0.02876433742846854,0.02876433742846854
115,6,0,-1,3,11106,CCVE,665.6784,521.5562,0.13990472124787096,0.13990472124787096,0.0313309413236605,0.0313309413236605,0.02876433742846855,0.02876433742846855
116,6,0,-1,3,11106,CCALPeps,16028.061800000001,16023.348600000001,0.13988051790078543,0.1398805179007856,0.03134000321445776,0.031340003214457846,0.028779478884756633,0.028779478884756717
117,6,0,-1,3,12340,CVE,27.8516,27.1404,0.05155417331869479,0.05155417331869479,0.12661372638169902,0.12661372638169902,0.021832100299606236,0.021832100299606236
118,6,0,-1,3,12340,CCVE,632.8772,473.62019999999995,0.051554173318694774,0.051554173318694774,0.126613726381699,0.126613726381699,0.021832100299606236,0.021832100299606236
119,6,0,-1,3,12340,CCALPeps,13782.785999999998,13777.660399999999,0.051537379903853944,0.051537379903854055,0.12657025875226116,0.1265702587522613,0.02189236134388475,0.021892361343884788
120,7,0,-1,3,1234,CVE,205.019,204.3322,0.052044660953410926,0.052044660953410926,0.05305128115982063,0.05305128115982063,0.09490405788676845,0.09490405788676845
121,7,0,-1,3,1234,CCVE,5301.1846,5096.818799999999,0.052044660953410926,0.052044660953410926,0.05305128115982062,0.05305128115982062,0.09490405788676845,0.09490405788676845
122,7,0,-1,3,1234,CCALPeps,17942.3968,17936.9186,0.0520659525180482,0.05206595251804833,0.05307172274852386,0.053071722748523995,0.09486232473342777,0.09486232473342793
123,7,0,-1,3,2468,CVE,194.0448,193.31959999999998,0.062342941895097745,0.062342941895097745,0.02266101253115457,0.02266101253115457,0.11499604557374768,0.11499604557374768
124,7,0,-1,3,2468,CCVE,6042.607,5865.4406,0.06234294189509777,0.06234294189509777,0.02266101253115457,0.02266101253115457,0.11499604557374768,0.11499604557374768
125,7,0,-1,3,2468,CCALPeps,21639.4288,21634.7884,0.06235396033552872,0.062353960335529465,0.022685243836978817,0.022685243836979008,0.11496079582749152,0.11496079582749238
126,7,0,-1,3,3702,CVE,192.27020000000002,191.6332,0.017446903931480226,0.017446903931480226,0.020337047687961542,0.020337047687961542,0.16221604838055823,0.16221604838055823
127,7,0,-1,3,3702,CCVE,5349.6282,5170.2354,0.017446903931480233,0.017446903931480233,0.020337047687961553,0.020337047687961553,0.16221604838055823,0.16221604838055823
128,7,0,-1,3,3702,CCALPeps,19145.649599999997,19140.2812,0.017463330691550188,0.017463330691550247,0.02034595118433242,0.020345951184332457,0.16219071812411728,0.1621907181241174
129,7,0,-1,3,4936,CVE,201.07459999999998,200.40979999999996,0.055173554731441664,0.055173554731441664,0.007378703391396314,0.007378703391396314,0.13744774187716202,0.13744774187716202
130,7,0,-1,3,4936,CCVE,6704.094,6502.975799999999,0.05517355473144166,0.05517355473144166,0.0073787033913963185,0.0073787033913963185,0.13744774187716205,0.13744774187716205
131,7,0,-1,3,4936,CCALPeps,18955.6148,18950.7726,0.05517718895979908,0.05517718895979923,0.007396275256963762,0.007396275256963782,0.137426535783237,0.13742653578323716
132,7,0,-1,3,6170,CVE,192.87240000000003,192.23559999999998,0.009643911125790095,0.009643911125790095,0.174802525061621,0.174802525061621,0.015553563812588923,0.015553563812588923
133,7,0,-1,3,6170,CCVE,4865.5428,4676.946399999999,0.009643911125790092,0.009643911125790092,0.174802525061621,0.174802525061621,0.015553563812588924,0.015553563812588924
134,7,0,-1,3,6170,CCALPeps,19091.037399999997,19085.906,0.00966157920704447,0.009661579207044503,0.17476643698403768,0.17476643698403777,0.015571983808917755,0.015571983808917802
135,7,0,-1,3,7404,CVE,195.60500000000002,194.9686,0.03932525540834696,0.03932525540834696,0.08401826597678777,0.08401826597678777,0.07665647861486526,0.07665647861486526
136,7,0,-1,3,7404,CCVE,4632.0016000000005,4463.6052,0.039325255408346964,0.039325255408346964,0.08401826597678777,0.08401826597678777,0.07665647861486527,0.07665647861486527
137,7,0,-1,3,7404,CCALPeps,18314.5802,18309.8622,0.039343113269006844,0.03934311326900693,0.08399177107483749,0.08399177107483766,0.07666511565615546,0.07666511565615561
138,7,0,-1,3,8638,CVE,191.87439999999998,191.2288,0.13503115897424464,0.13503115897424464,0.04064709791908225,0.04064709791908225,0.02432174310667309,0.02432174310667309
139,7,0,-1,3,8638,CCVE,5425.2084,5222.123799999999,0.13503115897424467,0.13503115897424467,0.040647097919082234,0.040647097919082234,0.024321743106673094,0.024321743106673094
140,7,0,-1,3,8638,CCALPeps,17209.7798,17202.9428,0.1350114040668824,0.13501140406688253,0.04065196551898463,0.040651965518984735,0.024336630414132837,0.02433663041413289
141,7,0,-1,3,9872,CVE,196.32840000000002,195.6802,0.1581956151586725,0.1581956151586725,0.023113247024601925,0.023113247024601925,0.01869113781672557,0.01869113781672557
142,7,0,-1,3,9872,CCVE,7436.864199999999,7264.292600000001,0.1581956151586725,0.1581956151586725,0.023113247024601925,0.023113247024601925,0.018691137816725576,0.018691137816725576
143,7,0,-1,3,9872,CCALPeps,20181.8096,20176.6808,0.15815851328536853,0.15815851328536873,0.023126807928117766,0.023126807928117873,0.018714678786513516,0.0187146787865136
144,7,0,-1,3,11106,CVE,200.87079999999997,200.1832,0.14672198132564135,0.14672198132564135,0.03443126025438042,0.03443126025438042,0.018846758419978227,0.018846758419978227
145,7,0,-1,3,11106,CCVE,5709.8872,5520.6642,0.14672198132564135,0.14672198132564135,0.034431260254380425,0.034431260254380425,0.01884675841997823,0.01884675841997823
146,7,0,-1,3,11106,CCALPeps,18507.080200000004,18502.4842,0.1467081450829624,0.1467081450829626,0.03443911815031023,0.03443911815031035,0.018852736766727184,0.018852736766727246
147,7,0,-1,3,12340,CVE,200.1508,199.4906,0.033898104668729404,0.033898104668729404,0.10628501082629241,0.10628501082629241,0.05981688450497822,0.05981688450497822
148,7,0,-1,3,12340,CCVE,4935.6892,4772.43,0.033898104668729404,0.033898104668729404,0.10628501082629238,0.10628501082629238,0.059816884504978206,0.059816884504978206
149,7,0,-1,3,12340,CCALPeps,19762.9234,19757.966200000003,0.03390280936587367,0.03390280936587704,0.10626808637839638,0.10626808637840508,0.05982910425572126,0.059829104255726594
150,8,0,-1,3,1234,CVE,1693.611,1692.7624,0.0990603707276004,0.0990603707276004,0.04110721282123542,0.04110721282123542,0.05983241645116418,0.05983241645116418
151,8,0,-1,3,1234,CCVE,38614.3494,38420.882399999995,0.0990603707276004,0.0990603707276004,0.04110721282123541,0.04110721282123541,0.0598324164511642,0.0598324164511642
152,8,0,-1,3,1234,CCALPeps,21658.2434,21653.2438,0.09902102994460264,0.0990210299446029,0.04112440428360103,0.04112440428360111,0.059854565771796056,0.05985456577179624
153,8,0,-1,3,2468,CVE,1658.5816,1657.7612000000001,0.02722606812521673,0.02722606812521673,0.008472256951935746,0.008472256951935746,0.1643016749228475,0.1643016749228475
154,8,0,-1,3,2468,CCVE,49701.4772,49512.720400000006,0.027226068125216735,0.027226068125216735,0.008472256951935746,0.008472256951935746,0.1643016749228475,0.1643016749228475
155,8,0,-1,3,2468,CCALPeps,21533.6266,21528.6932,0.02726065476377553,0.027260654763775587,0.008488632171143226,0.00848863217114325,0.16425071306508116,0.16425071306508127
156,8,0,-1,3,3702,CVE,1702.0861999999997,1701.2697999999996,0.015074185751505847,0.015074185751505847,0.09517322321791716,0.09517322321791716,0.08975259103057698,0.08975259103057698
157,8,0,-1,3,3702,CCVE,37508.1464,37317.0454,0.015074185751505853,0.015074185751505853,0.09517322321791717,0.09517322321791717,0.08975259103057698,0.08975259103057698
158,8,0,-1,3,3702,CCALPeps,22508.0772,22503.061200000004,0.015097709814021611,0.015097709814021665,0.09514172890526221,0.09514172890526248,0.08976056128071588,0.08976056128071612
159,8,0,-1,3,4936,CVE,1609.6938,1608.9096000000002,0.12095282103698239,0.12095282103698239,0.053492261578050634,0.053492261578050634,0.025554917384966975,0.025554917384966975
