,N,dovar,obsvar,endovarsize,target,seed,method,time,query_time,lowerbound0,lowerbound1,lowerbound2,upperbound0,upperbound1,upperbound2
0,3,0,,3,2,1234,CVE,2.3196000000000003,1.9102000000000001,0.06500000000000002,0.11808,0.01692,0.06500000000000002,0.11808,0.01692
1,3,0,,3,2,1234,CCVE,103.53919999999998,4.4884,0.06500000000000002,0.11808,0.016920000000000004,0.06500000000000002,0.11808,0.016920000000000004
2,3,0,,3,2,1234,CCALP,962.758,959.82,0.065,0.11807999999999996,0.016919999999999998,0.06500000000000002,0.11807999999999999,0.016919999999999998
3,3,0,,3,2,1234,CCALPeps,2799.9992,2797.0276,0.06491183579883657,0.11811835072942553,0.016969813471737892,0.06503185980043649,0.11814197439957148,0.01697320743443225
