,N,exovarsize,seed,method,time,size
0,6,6,333,CVE,4.3584000000000005,0.0
1,6,6,333,CCVE,118.00219999999999,0.0036271266188806495
2,6,6,333,CCALP,2163.0988,0.003665973592135452
