,N,dovar,obsvar,endovarsize,seed,method,time,query_time,lowerbound0,upperbound0,lowerbound1,upperbound1
0,3,0,-1,2,1234,CVE,2.0752,1.65,0.18816857842505477,0.18816857842505477,0.011831421574945225,0.011831421574945225
1,3,0,-1,2,1234,CCVE,58.9464,6.1696,0.1838952354416272,0.1978530835613555,0.002146916438644496,0.016104764558372807
2,3,0,-1,2,1234,CCALPeps,176.8328,174.6382,0.18389434048250192,0.19784496396770318,0.002155036032296831,0.016105659517498087
3,4,0,-1,2,1234,CVE,2.5106,1.9335999999999998,0.0,0.0,0.2,0.2
4,4,0,-1,2,1234,CCVE,59.771,3.915,0.0,0.0,0.2,0.2
5,4,0,-1,2,1234,CCALPeps,250.0202,247.59319999999997,5.9465245321064706e-05,0.00044295552088184956,0.19955704447911815,0.19994053475467893
6,5,0,-1,2,1234,CVE,2.8518,2.3172,0.17765759412372148,0.17765759412372148,0.022342405876278507,0.022342405876278507
7,5,0,-1,2,1234,CCVE,175.3904,99.271,0.1707673348590896,0.19553773907174105,0.004462260928258929,0.029232665140910413
8,5,0,-1,2,1234,CCALPeps,398.5942,395.3588,0.17076226024020955,0.19551179437831662,0.004488205621683375,0.029237739759790448
9,6,0,-1,2,1234,CVE,3.0134,2.4886,0.0,0.0,0.2,0.2
10,6,0,-1,2,1234,CCVE,81.1922,5.4526,0.0,0.0,0.2,0.2
11,6,0,-1,2,1234,CCALPeps,442.05740000000003,438.8436,1.1799856989858977e-05,8.377103519989593e-05,0.1999162289648001,0.19998820014301014
12,7,0,-1,2,1234,CVE,3.3098,2.855,0.03845525298568707,0.03845525298568707,0.16154474701431293,0.16154474701431293
13,7,0,-1,2,1234,CCVE,119.202,21.1146,0.008550352984524008,0.048416184390651526,0.15158381560934847,0.191449647015476
14,7,0,-1,2,1234,CCALPeps,655.5754000000001,651.5980000000001,0.008607999193388902,0.04841738157921781,0.1515826184207822,0.1913920008066111
15,8,0,-1,2,1234,CVE,3.7034,3.1814,0.1750256805182285,0.1750256805182285,0.024974319481771486,0.024974319481771486
16,8,0,-1,2,1234,CCVE,113.24859999999998,17.663600000000002,0.16852561255516135,0.1944634731310466,0.005536526868953426,0.03147438744483862
17,8,0,-1,2,1234,CCALPeps,653.9785999999999,650.6189999999999,0.16851027308792701,0.19440651229020772,0.005593487709792289,0.03148972691207299
18,9,0,-1,2,1234,CVE,4.968999999999999,4.4222,0.1750256805182285,0.1750256805182285,0.024974319481771486,0.024974319481771486
19,9,0,-1,2,1234,CCVE,140.731,27.644,0.16852561255516135,0.19446347313104656,0.005536526868953425,0.03147438744483862
20,9,0,-1,2,1234,CCALPeps,882.518,877.8024000000001,0.1685101711421259,0.1944064897227828,0.005593510277217205,0.0314898288578741
21,10,0,-1,2,1234,CVE,5.099400000000001,4.4756,0.01657453269820709,0.01657453269820709,0.18342546730179293,0.18342546730179293
22,10,0,-1,2,1234,CCVE,152.2232,34.3356,0.015549074672974898,0.01965592922447006,0.18034407077552994,0.18445092532702512
23,10,0,-1,2,1234,CCALPeps,1020.958,1016.2835999999998,0.015570769569567228,0.01967056299121703,0.18032943700878296,0.18442923043043277
24,11,0,-1,2,1234,CVE,6.5998,6.05,0.07260836676425587,0.07260836676425587,0.12739163323574412,0.12739163323574412
25,11,0,-1,2,1234,CCVE,190.6824,61.1912,0.07260836676425586,0.07260836676425586,0.12739163323574415,0.12739163323574415
26,11,0,-1,2,1234,CCALPeps,1161.8718000000001,1156.8606,0.07265891929039378,0.07266432519967425,0.12733567480032576,0.1273410807096062
27,12,0,-1,2,1234,CVE,7.382,6.85,0.1647623658326143,0.1647623658326143,0.03523763416738568,0.03523763416738568
28,12,0,-1,2,1234,CCVE,197.93580000000003,72.63640000000001,0.16420432022679649,0.16493675508443237,0.0350632449155676,0.0357956797732035
29,12,0,-1,2,1234,CCALPeps,1072.7128,1067.805,0.1641909407412892,0.16492323455516547,0.03507676544483454,0.03580905925871081
30,13,0,-1,2,1234,CVE,15.072799999999997,14.4466,0.14,0.14,0.06,0.06
31,13,0,-1,2,1234,CCVE,314.96619999999996,177.2654,0.14,0.14,0.06,0.06
32,13,0,-1,2,1234,CCALPeps,1597.9934,1593.1728,0.1399935595403147,0.13999355954031475,0.06000644045968524,0.060006440459685305
33,14,0,-1,2,1234,CVE,17.3538,16.6886,0.129939076,0.129939076,0.07006092400000001,0.07006092400000001
34,14,0,-1,2,1234,CCVE,383.182,233.51280000000003,0.129939076,0.129939076,0.07006092400000001,0.07006092400000001
35,14,0,-1,2,1234,CCALPeps,1805.075,1800.4312000000002,0.12992194493190617,0.129934337213726,0.07006566278627402,0.07007805506809381
36,15,0,-1,2,1234,CVE,22.9244,22.281600000000005,0.16799999999999998,0.16799999999999998,0.03200000000000001,0.03200000000000001
37,15,0,-1,2,1234,CCVE,740.7108000000001,593.9306,0.16799999999999998,0.16799999999999998,0.03200000000000001,0.03200000000000001
38,15,0,-1,2,1234,CCALPeps,2005.1,1999.6632000000002,0.16798640135986398,0.16798640135986403,0.032013598640135955,0.03201359864013601
39,16,0,-1,2,1234,CVE,31.809000000000005,31.1336,0.07647760385999999,0.07647760385999999,0.12352239614,0.12352239614
40,16,0,-1,2,1234,CCVE,939.0464,798.2864,0.07641626412000001,0.07666162307999998,0.12333837692000002,0.12358373588
