,N,exovarsize,dovar,seed,method,time,size
0,10,6,0,1234,CVE,541.7900999999999,0.0
1,10,6,0,1234,CCVE,inf,
2,10,6,0,1234,CCALP,379.2369,4.4408920985006264e-17
3,10,6,0,1234,CCALPeps,5609.5561,7.134527814200986e-06
