,N,exovarsize,dovar,seed,method,time,query_time,size
0,5,6,0,1234,CVE,inf,inf,
1,5,6,0,1234,CCVE,inf,inf,
2,5,6,0,1234,CCALP,inf,inf,
3,5,6,0,1234,CCALPeps,inf,inf,
4,6,6,0,1234,CVE,inf,inf,
5,6,6,0,1234,CCVE,inf,inf,
6,6,6,0,1234,CCALP,inf,inf,
7,6,6,0,1234,CCALPeps,inf,inf,
8,7,6,0,1234,CVE,inf,inf,
9,7,6,0,1234,CCVE,inf,inf,
10,7,6,0,1234,CCALP,inf,inf,
11,7,6,0,1234,CCALPeps,inf,inf,
12,8,6,0,1234,CVE,inf,inf,
13,8,6,0,1234,CCVE,inf,inf,
14,8,6,0,1234,CCALP,inf,inf,
15,8,6,0,1234,CCALPeps,inf,inf,
16,9,6,0,1234,CVE,inf,inf,
17,9,6,0,1234,CCVE,inf,inf,
18,9,6,0,1234,CCALP,inf,inf,
19,9,6,0,1234,CCALPeps,inf,inf,
20,10,6,0,1234,CVE,inf,inf,
21,10,6,0,1234,CCVE,inf,inf,
22,10,6,0,1234,CCALP,inf,inf,
23,10,6,0,1234,CCALPeps,inf,inf,
24,11,6,0,1234,CVE,inf,inf,
25,11,6,0,1234,CCVE,inf,inf,
26,11,6,0,1234,CCALP,inf,inf,
27,11,6,0,1234,CCALPeps,inf,inf,
28,12,6,0,1234,CVE,inf,inf,
29,12,6,0,1234,CCVE,inf,inf,
30,12,6,0,1234,CCALP,inf,inf,
31,12,6,0,1234,CCALPeps,inf,inf,
32,13,6,0,1234,CVE,inf,inf,
33,13,6,0,1234,CCVE,inf,inf,
34,13,6,0,1234,CCALP,inf,inf,
35,13,6,0,1234,CCALPeps,inf,inf,
36,14,6,0,1234,CVE,inf,inf,
37,14,6,0,1234,CCVE,inf,inf,
38,14,6,0,1234,CCALP,inf,inf,
39,14,6,0,1234,CCALPeps,inf,inf,
