,N,dovar,endovarsize,obsvar,seed,method,time,query_time,lowerbound0,lowerbound1,lowerbound2,upperbound0,upperbound1,upperbound2
0,3,0,3,-1,1234,CVE,2.2838000000000003,1.8656,0.15680000000000002,0.00012307692307692307,0.04307692307692308,0.15680000000000002,0.00012307692307692307,0.04307692307692308
1,3,0,3,-1,1234,CCVE,102.23419999999999,4.3664000000000005,0.1568,0.00012307692307692307,0.043076923076923075,0.1568,0.00012307692307692307,0.043076923076923075
2,3,0,3,-1,1234,CCALPeps,3279.075,3276.1544000000004,0.156797063895331,0.00012329313550975445,0.04307964296915915,0.1567970638953311,0.00012329313550975515,0.04307964296915925
