,N,exovarsize,dovar,seed,method,time,size
0,4,6,0,1234,CVE,1.8074999999999999,0.0
1,4,6,0,1234,CCVE,67.7081,0.0
2,4,6,0,1234,CCALP,143.8366,0.0
3,4,6,0,1234,CCALPeps,539.9247,3.235209684631507e-06
